id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
742,2014-06-01 21:00:00,180646.27624740053,10,4.0,13338,16123,1.5,0,3,2,13,3603,2143,1904,1988,98191,47.603427,-122.156311,1099,75324
743,2014-06-01 22:00:00,285679.8324043616,6,7.5,8997,111348,3.5,0,1,4,9,6336,1228,1936,1989,98165,47.669675,-122.111986,5861,178064
744,2014-06-01 23:00:00,450567.7508862641,9,1.5,7554,169159,1.0,0,3,1,5,6857,3591,1932,2014,98191,47.628847,-121.388234,6037,133694
745,2014-06-02 00:00:00,635623.2638202851,3,6.0,8560,4328,1.5,0,1,5,4,1860,1347,1976,2014,98128,47.660645,-121.781153,1011,14422
746,2014-06-02 01:00:00,266193.65010085324,8,5.5,2467,79661,2.5,0,1,1,4,8992,3556,1958,2011,98192,47.717354,-121.489772,3343,150888
747,2014-06-02 02:00:00,504204.2561708345,5,8.0,11113,151098,2.0,0,0,5,9,2777,3043,1901,1935,98132,47.446119,-121.991892,1107,187535
748,2014-06-02 03:00:00,260727.72624956438,7,4.5,9441,20765,2.0,0,3,5,6,1956,337,1961,1962,98172,47.453427,-121.451943,4203,133826
749,2014-06-02 04:00:00,288352.08733343513,3,7.0,8438,26984,2.0,0,4,1,6,8479,3810,1911,1980,98035,47.321338,-122.220135,5200,9580
750,2014-06-02 05:00:00,165270.24014928017,8,0.5,9509,80063,2.5,0,2,1,3,7503,3719,1912,2010,98163,47.642938,-121.653801,5447,37540
751,2014-06-02 06:00:00,231824.69214910918,2,1.5,6945,77309,1.5,0,0,3,13,863,2279,1983,2002,98159,47.663534,-122.072416,669,180150
752,2014-06-02 07:00:00,171754.3910138769,8,3.0,12491,83059,1.0,0,1,3,6,3093,4313,1961,1987,98123,47.34371,-122.342226,4972,111638
753,2014-06-02 08:00:00,223437.8823120342,2,5.0,9342,138788,3.5,0,0,1,12,4460,2733,1981,1981,98038,47.416179,-122.21569,837,44919
754,2014-06-02 09:00:00,925000.2230461336,7,4.0,4392,89278,3.5,0,0,1,8,2329,2405,1946,2012,98057,47.27669,-122.34221,2707,48023
755,2014-06-02 10:00:00,227617.25195617677,2,2.0,9747,123008,2.0,0,2,4,3,2630,1333,1945,1998,98174,47.799786,-122.551721,1134,38029
756,2014-06-02 11:00:00,2793113.3993836115,7,5.0,5288,129623,1.0,0,4,4,5,522,4787,1994,1952,98072,47.284807,-121.436834,5473,19298
757,2014-06-02 12:00:00,624884.7618114804,1,5.0,10959,174987,2.0,0,2,1,8,5710,1848,1912,1960,98160,47.555783,-121.422624,2645,65339
758,2014-06-02 13:00:00,503523.3102964651,6,4.5,12570,153041,1.5,0,1,4,5,1340,743,2001,1983,98014,47.211363,-122.524533,1478,104867
759,2014-06-02 14:00:00,242595.21558242463,10,1.0,4467,78375,2.5,0,4,5,11,1310,1375,1953,1967,98078,47.539621,-122.297613,5472,79473
760,2014-06-02 15:00:00,722315.2201390099,7,7.5,11325,122645,1.5,0,4,3,8,5135,1862,1973,1951,98124,47.686657,-121.518276,4034,64863
761,2014-06-02 16:00:00,295686.04795914766,4,5.0,9415,136473,1.5,0,0,2,5,6227,934,1964,1939,98005,47.342993,-122.214211,4877,164680
762,2014-06-02 17:00:00,481859.02463982266,1,2.5,9431,1229,3.0,0,0,5,3,4604,1776,1936,1960,98121,47.257461,-122.301141,4002,8172
763,2014-06-02 18:00:00,2655276.03911393,6,5.5,13438,106969,2.0,0,3,2,3,5571,1236,1990,2006,98129,47.327038,-122.556744,1704,38966
764,2014-06-02 19:00:00,413642.7965855793,4,3.0,11041,97424,1.5,0,4,3,8,5324,3087,2001,1946,98107,47.519963,-122.217805,5480,144616
765,2014-06-02 20:00:00,989041.2597600042,3,4.5,9418,181025,3.0,0,2,5,5,6567,3453,1961,1968,98080,47.63283,-121.556012,2111,141641
766,2014-06-02 21:00:00,270432.14686291607,4,3.0,4377,98676,1.0,0,2,1,3,5125,3790,2015,2010,98148,47.320616,-122.133927,4261,137872
767,2014-06-02 22:00:00,431709.4435876536,6,7.0,2008,73338,1.5,0,0,3,4,1797,1899,1977,2007,98150,47.132875,-121.709944,2949,138227
768,2014-06-02 23:00:00,1528137.826064599,5,8.0,5933,194673,2.5,0,3,5,8,7893,3099,1983,2009,98195,47.769798,-122.28078,1902,122775
769,2014-06-03 00:00:00,285250.51111832284,2,1.5,11104,133914,3.5,0,4,1,5,7957,3105,1934,1959,98109,47.342933,-121.489504,3978,130740
770,2014-06-03 01:00:00,1573344.2235189965,2,0.5,11142,5453,3.0,0,0,3,3,2623,830,1920,2007,98020,47.129742,-122.274507,3321,106080
771,2014-06-03 02:00:00,726087.8956148975,3,2.0,4739,194851,3.5,0,4,3,3,1312,1697,1924,1961,98066,47.275726,-122.400859,576,159190
772,2014-06-03 03:00:00,298424.80092396424,6,5.0,8516,195191,3.5,0,0,1,9,8006,2635,1933,1989,98007,47.561258,-122.388965,2021,106545
773,2014-06-03 04:00:00,688785.6629447325,1,2.0,6334,184027,2.5,0,3,5,12,5886,3622,2004,1994,98001,47.336851,-122.320043,1299,175913
774,2014-06-03 05:00:00,873958.4511159301,7,6.5,9162,34517,3.0,0,4,1,11,5402,4487,1976,1966,98104,47.419975,-121.78375,6164,65842
775,2014-06-03 06:00:00,683694.8515191941,8,3.5,9793,172520,2.0,0,0,1,5,8637,4340,1903,1967,98141,47.12073,-122.362927,2778,157694
776,2014-06-03 07:00:00,147390.77855227594,7,5.0,1502,101579,3.5,0,3,1,9,3487,2661,1984,2012,98115,47.614845,-122.162375,1159,159588
777,2014-06-03 08:00:00,265934.1436699361,3,4.0,3179,88508,1.0,0,1,4,12,4844,1514,1958,1986,98104,47.249341,-122.287872,5317,171667
778,2014-06-03 09:00:00,372032.6711660232,6,7.5,9136,60899,3.5,0,2,2,4,1054,1096,1962,1973,98142,47.63251,-121.306295,3955,140519
779,2014-06-03 10:00:00,419952.378635534,4,1.0,7246,134892,3.5,0,3,5,9,4514,1359,2012,1981,98135,47.437629,-122.296202,3387,61088
780,2014-06-03 11:00:00,683150.5017867308,5,6.0,4141,61733,3.5,0,3,2,12,2132,1292,1923,1985,98036,47.732925,-121.370388,2915,132647
781,2014-06-03 12:00:00,501014.6898290803,3,5.5,1055,195865,2.5,0,4,4,5,6842,4405,2008,1937,98090,47.560184,-122.189352,6044,43277
782,2014-06-03 13:00:00,173730.22585175006,5,5.5,5505,55940,3.5,0,4,3,6,9005,999,1932,1980,98040,47.522985,-121.554447,5430,197038
783,2014-06-03 14:00:00,577312.2127115951,6,3.5,2631,151184,1.5,0,1,4,7,4375,2708,1945,1938,98007,47.461163,-121.624039,4572,151767
784,2014-06-03 15:00:00,678344.1416490024,8,0.5,1053,164622,1.0,0,2,4,6,380,3597,1922,1936,98188,47.529792,-121.525456,4014,8143
785,2014-06-03 16:00:00,654648.2277966529,6,5.5,5117,111467,3.5,0,2,1,12,701,4570,1975,2006,98064,47.122741,-121.901453,2908,124776
786,2014-06-03 17:00:00,942740.6600029512,9,6.5,11356,181564,3.5,0,3,2,3,743,2917,1945,1985,98170,47.719515,-121.381587,6082,175067
787,2014-06-03 18:00:00,793132.4480604338,10,1.0,5809,95235,1.0,0,2,1,8,1949,3071,1978,2012,98070,47.476936,-122.419923,2817,128462
788,2014-06-03 19:00:00,610129.2234648806,10,4.0,11083,83670,1.5,0,1,5,3,1740,1301,1922,1978,98138,47.63697,-122.174435,1795,167161
789,2014-06-03 20:00:00,421208.82117318944,10,1.5,8205,139746,2.5,0,0,2,8,4819,844,2004,1948,98015,47.707572,-121.440626,3183,67093
790,2014-06-03 21:00:00,138320.30792578644,10,5.0,3213,168056,3.5,0,0,5,4,3763,3743,1909,1939,98115,47.563587,-121.60188,4571,168129
791,2014-06-03 22:00:00,597633.371269545,4,6.5,7128,69772,3.5,0,4,3,5,633,4722,1935,1997,98032,47.444138,-121.613703,2089,166774
792,2014-06-03 23:00:00,511642.4811023015,2,5.5,5333,147506,2.5,0,0,2,9,7915,1283,1992,2001,98184,47.14607,-121.487192,1001,166515
793,2014-06-04 00:00:00,535044.4925348383,9,3.0,4375,77421,2.0,0,1,2,8,2933,4568,1912,1951,98114,47.566153,-121.868604,4892,38719
794,2014-06-04 01:00:00,181004.28733946165,3,1.5,11560,179148,3.0,0,3,4,8,5081,1393,1952,1997,98114,47.231704,-121.793326,2246,99166
795,2014-06-04 02:00:00,207577.57863388737,7,6.5,13055,29405,1.0,0,4,5,8,3231,1680,1948,1994,98101,47.239583,-121.557205,1295,100934
796,2014-06-04 03:00:00,924683.6863713296,4,3.0,10347,139358,1.0,0,1,2,12,6726,182,2013,1975,98148,47.28413,-122.006984,3358,28625
797,2014-06-04 04:00:00,430331.61679719534,1,0.5,7184,145556,2.0,0,0,4,10,2338,3194,1994,1940,98178,47.254506,-121.859406,3703,32375
798,2014-06-04 05:00:00,712867.2437497559,8,5.0,10672,193332,3.0,0,1,1,4,6243,3835,2002,1953,98051,47.207988,-122.214876,1126,181055
799,2014-06-04 06:00:00,451270.7916702512,4,2.5,12575,152945,3.0,0,4,2,12,5753,1352,1956,1941,98057,47.322158,-122.286957,3296,153723
800,2014-06-04 07:00:00,451725.1947237777,6,7.0,4541,108393,3.0,0,3,4,12,3022,2540,2010,1971,98171,47.742627,-122.593283,6113,29739
801,2014-06-04 08:00:00,853242.1479298335,7,1.5,10044,154512,1.5,0,3,1,3,3349,2792,1915,1940,98196,47.407519,-121.837213,5715,172892
802,2014-06-04 09:00:00,308281.52609949687,8,4.0,4853,163997,2.0,0,3,3,3,5646,2745,2011,1948,98144,47.68514,-122.459756,6180,82892
803,2014-06-04 10:00:00,473205.26805718575,10,2.5,8412,114145,1.5,0,2,4,5,3522,815,1974,1957,98095,47.677684,-122.588278,2912,183465
804,2014-06-04 11:00:00,320105.9449359243,2,5.5,8906,86939,3.0,0,1,5,3,3904,2987,1927,1981,98054,47.214208,-122.461355,4306,90717
805,2014-06-04 12:00:00,326391.4284324856,9,4.5,5853,111953,1.5,0,1,1,6,5870,4463,1953,1955,98046,47.252806,-122.545623,1129,183954
806,2014-06-04 13:00:00,356318.2294790945,10,6.5,5765,104796,1.0,0,2,1,4,2398,1271,2006,1943,98001,47.368691,-121.566105,5649,46489
807,2014-06-04 14:00:00,516842.59056747064,3,4.0,5945,152836,1.5,0,4,4,7,9039,2754,1960,2012,98145,47.17129,-122.526405,4407,87657
808,2014-06-04 15:00:00,316435.8976035744,1,0.5,11459,27794,1.5,0,4,4,3,6809,1083,1945,1971,98101,47.17467,-121.32408,1851,126819
809,2014-06-04 16:00:00,1065579.4438506134,2,2.0,7831,180348,2.5,0,0,5,9,1167,1529,1928,1999,98113,47.393886,-121.661356,4491,53302
810,2014-06-04 17:00:00,236516.88706524452,8,8.0,6842,160623,2.0,0,4,1,11,1968,2008,1917,1978,98024,47.324803,-122.136628,5746,168686
811,2014-06-04 18:00:00,388166.5771743183,10,3.5,9993,47900,3.0,0,4,3,12,2917,4567,2009,2000,98199,47.341653,-122.342583,3593,114466
812,2014-06-04 19:00:00,325197.59435890074,6,5.0,7522,60617,2.0,0,3,2,7,7238,664,1931,1941,98180,47.496532,-121.951663,2246,155378
813,2014-06-04 20:00:00,1218199.5147460755,1,7.5,12982,172092,1.0,0,1,5,3,5923,4551,1912,1943,98074,47.70609,-122.501374,5237,118426
814,2014-06-04 21:00:00,507670.7281933782,9,0.5,3486,64491,3.0,0,3,1,10,4287,1145,1956,1974,98138,47.721269,-122.192872,1171,95810
815,2014-06-04 22:00:00,910993.6242849099,7,5.5,11966,129181,1.0,0,1,5,9,7018,4403,2005,1975,98089,47.706247,-121.638775,1433,59505
816,2014-06-04 23:00:00,156389.93313450934,10,2.5,8378,24863,1.5,0,1,4,6,5362,598,1934,1987,98048,47.498857,-121.679986,3261,47089
817,2014-06-05 00:00:00,533351.0869976634,3,2.5,2099,108745,2.5,0,1,2,9,2558,596,2005,1953,98151,47.13427,-121.969073,1508,22885
818,2014-06-05 01:00:00,824672.4506267649,7,2.0,3878,12134,3.0,0,0,2,12,7703,1145,1929,1939,98124,47.658008,-122.415561,2844,10546
819,2014-06-05 02:00:00,468644.044582748,6,6.5,2273,149198,1.0,0,3,5,13,1999,4051,2009,2013,98055,47.215347,-122.39925,3295,114425
820,2014-06-05 03:00:00,932697.5543059852,3,3.5,3890,148907,1.5,0,2,3,9,3622,2233,1981,1954,98139,47.102888,-121.679253,3058,9777
821,2014-06-05 04:00:00,308013.25136105507,8,1.0,5753,150828,3.0,0,2,3,5,7517,935,2000,1959,98163,47.777923,-122.389385,2022,46884
822,2014-06-05 05:00:00,1186529.4887736137,1,1.0,10057,136857,3.0,0,0,5,10,1651,4400,1943,1999,98092,47.170033,-121.888392,2049,181915
823,2014-06-05 06:00:00,2211604.1867564116,5,1.5,3475,59042,3.5,0,3,2,7,4006,2437,2003,2007,98094,47.3241,-121.772673,3706,91993
824,2014-06-05 07:00:00,343180.9052594586,8,7.0,5627,122085,3.5,0,0,4,11,4271,4370,1957,1967,98195,47.20049,-122.497682,2558,170711
825,2014-06-05 08:00:00,323886.4385455787,3,3.5,9438,176721,3.5,0,0,4,5,1787,1800,1928,1972,98003,47.435417,-122.05766,3215,170114
826,2014-06-05 09:00:00,1223674.9388911878,10,7.5,754,149744,2.0,0,3,4,10,4097,2239,2008,0,98069,47.321777,-121.716909,5527,1300
827,2014-06-05 10:00:00,1336681.3585812058,6,6.5,8040,75546,3.0,0,4,4,3,8662,2569,1999,1942,98095,47.535066,-121.793351,2537,197338
828,2014-06-05 11:00:00,306814.3071899485,10,7.0,6056,157688,1.0,0,2,1,8,3429,47,1953,1947,98002,47.291134,-122.580786,5500,72870
829,2014-06-05 12:00:00,329677.1852108359,2,2.5,3792,110379,2.5,0,2,1,8,7025,2973,1994,1958,98003,47.654896,-122.239386,4617,141562
830,2014-06-05 13:00:00,363215.1995437293,9,2.5,11208,92484,3.0,0,1,2,11,7808,3339,1906,1998,98030,47.320141,-122.016151,5783,44552
831,2014-06-05 14:00:00,172626.33811899295,2,4.5,12115,94605,1.0,0,1,1,9,6851,525,1923,1946,98173,47.65607,-121.96622,4205,123308
832,2014-06-05 15:00:00,232569.32636121695,5,3.5,8640,171607,1.5,0,2,4,5,9091,2353,1951,1977,98180,47.100891,-121.544121,3582,49096
833,2014-06-05 16:00:00,219060.11377887675,3,4.5,4916,157707,1.5,0,3,1,4,3552,24,1971,1937,98090,47.577633,-122.34758,1110,1362
834,2014-06-05 17:00:00,258471.75563498036,10,1.0,1156,56963,3.0,0,0,2,7,1007,306,1966,1999,98161,47.446574,-122.346199,6144,24644
835,2014-06-05 18:00:00,431801.2011684064,9,8.0,3740,41467,2.5,0,0,2,6,9350,2531,2011,2008,98015,47.283032,-122.582946,3120,169056
836,2014-06-05 19:00:00,521231.89244419127,9,1.0,3992,69776,3.0,0,0,2,13,5901,4037,1921,2010,98175,47.479298,-121.581124,2798,170959
837,2014-06-05 20:00:00,1309754.5942173302,7,2.0,600,99104,2.0,0,3,1,3,8728,3382,1984,1957,98143,47.498082,-122.069134,1664,162823
838,2014-06-05 21:00:00,219949.26200431839,10,5.5,4876,110667,3.0,0,3,3,7,5435,67,1936,1960,98139,47.674619,-122.151323,3506,67667
839,2014-06-05 22:00:00,881187.4738515473,5,1.5,4871,82496,2.0,0,3,5,10,7650,2779,1955,2005,98061,47.734973,-121.328302,468,5982
840,2014-06-05 23:00:00,380867.87494437624,9,1.5,5282,23372,2.0,0,3,2,11,2646,1963,1983,1946,98164,47.754012,-122.081844,3876,148854
841,2014-06-06 00:00:00,427357.1687064328,7,1.5,5803,65569,3.5,0,3,3,3,4435,3978,1982,1961,98198,47.1034,-122.507147,4879,74297
842,2014-06-06 01:00:00,709541.0591969629,2,1.0,12460,148066,2.0,0,3,5,3,4651,653,1950,2000,98191,47.55305,-122.399563,6082,190545
843,2014-06-06 02:00:00,201610.8402684079,10,2.5,5696,523,2.0,0,1,5,13,1134,3379,1959,1979,98145,47.576017,-121.550333,2093,82856
844,2014-06-06 03:00:00,578206.7729382749,1,2.5,3993,98720,2.0,0,3,1,11,6328,1355,1981,1964,98145,47.408698,-121.46974,3347,10150
845,2014-06-06 04:00:00,497085.1139004482,10,4.0,8155,90066,1.5,0,2,2,10,7901,2106,1993,1947,98141,47.270412,-122.154314,5435,5041
846,2014-06-06 05:00:00,624505.7930499497,10,4.0,6272,74662,3.0,0,1,3,9,9187,3787,1909,1958,98112,47.206975,-121.302762,5412,6542
847,2014-06-06 06:00:00,541673.1481033146,4,4.0,7825,107651,3.0,0,1,5,13,3498,2419,1944,2015,98025,47.542548,-121.456719,1990,146011
848,2014-06-06 07:00:00,2467485.3126147874,10,5.0,3792,169688,2.0,0,1,2,13,2133,532,1950,1957,98160,47.46122,-121.826429,436,109497
849,2014-06-06 08:00:00,283107.5135522132,8,2.0,425,140046,2.0,0,3,1,10,8702,3164,1990,1950,98076,47.727628,-121.405115,433,190761
850,2014-06-06 09:00:00,305071.70658021426,6,1.5,11736,74992,2.0,0,0,3,3,5158,2747,2009,1962,98037,47.644845,-122.18521,3042,150743
851,2014-06-06 10:00:00,286015.5993517969,2,7.0,6466,112738,3.0,1,4,1,6,9357,1691,1900,1937,98053,47.556199,-122.475794,3640,20346
852,2014-06-06 11:00:00,299888.499610542,5,5.5,5541,22648,2.0,0,3,4,7,479,2224,1961,1943,98041,47.226186,-121.459199,5604,90416
853,2014-06-06 12:00:00,283177.44970556477,9,1.0,3390,170618,2.0,0,4,1,3,1987,3048,1910,1966,98173,47.541386,-121.698021,802,84483
854,2014-06-06 13:00:00,1016942.9445897586,6,7.5,1367,830,2.5,0,2,3,3,7436,1543,1966,2004,98120,47.359775,-121.374392,5336,46797
855,2014-06-06 14:00:00,1195832.2848402734,6,5.5,3670,22731,3.0,0,3,4,10,5211,410,1903,1941,98099,47.314934,-122.307297,474,76687
856,2014-06-06 15:00:00,296700.2338283098,7,1.5,3137,157712,2.5,0,3,4,10,3035,428,1923,1992,98058,47.436331,-122.550798,2888,25700
857,2014-06-06 16:00:00,247051.25367153532,5,8.0,8845,122177,1.0,0,4,5,7,866,4732,1974,1991,98118,47.193501,-122.368332,961,89914
858,2014-06-06 17:00:00,615377.3214511713,3,3.0,6249,164468,2.5,0,2,3,7,9286,2644,1932,1983,98139,47.322268,-122.110162,2721,129604
859,2014-06-06 18:00:00,300572.37994729925,3,8.0,1801,89055,2.5,0,1,1,9,4971,3572,1958,0,98038,47.3343,-121.300805,941,158094
860,2014-06-06 19:00:00,689038.3938260687,5,1.5,8943,119671,1.0,0,1,3,7,8072,1841,1988,1986,98086,47.293339,-121.648148,4733,144562
861,2014-06-06 20:00:00,509938.85971178586,4,1.5,11311,169585,2.5,0,2,2,3,2619,3631,1994,1988,98195,47.584419,-121.990608,5112,135080
862,2014-06-06 21:00:00,153120.29289053677,5,5.5,11638,143307,2.5,0,1,1,4,7570,1779,1965,1953,98148,47.782463,-121.536643,2456,39816
863,2014-06-06 22:00:00,1307011.303409239,9,0.5,4125,70212,2.0,0,4,3,11,3223,4227,1976,1986,98197,47.754277,-121.53951,4763,113323
864,2014-06-06 23:00:00,1555199.468865938,5,0.5,6472,92746,1.0,0,4,4,10,1679,3292,1941,1959,98079,47.361641,-121.953566,2596,35425
865,2014-06-07 00:00:00,288095.6772614224,4,6.5,8867,62332,2.0,0,2,1,10,2083,4116,1975,1948,98003,47.13726,-121.635815,3880,192136
866,2014-06-07 01:00:00,337259.8255761324,4,2.0,7494,133886,1.5,0,1,2,9,6390,1543,1975,1992,98185,47.774853,-122.441654,2469,80810
867,2014-06-07 02:00:00,540422.0965643158,1,7.5,1010,180157,3.0,0,1,4,3,7062,3688,1953,2002,98134,47.50542,-122.521309,2409,142074
868,2014-06-07 03:00:00,559120.1983981238,10,3.5,12081,119726,2.5,0,3,5,5,8980,513,1903,1969,98128,47.348202,-122.171212,3920,79877
869,2014-06-07 04:00:00,701503.3758690723,4,7.0,12094,159140,1.5,0,1,1,7,2361,3647,1968,0,98141,47.419065,-122.397349,2689,38892
870,2014-06-07 05:00:00,1806936.0469964084,4,3.5,6237,179996,1.0,0,0,2,4,7761,3234,1949,2004,98127,47.167279,-121.864785,667,45093
871,2014-06-07 06:00:00,390872.59456031513,9,4.5,7993,56083,1.5,0,3,2,3,9158,2695,1948,1971,98066,47.38084,-121.996186,3618,32979
872,2014-06-07 07:00:00,253011.93204305854,4,3.0,9842,197465,1.0,0,0,2,8,7387,4436,1968,2009,98004,47.46755,-121.632369,1680,3843
873,2014-06-07 08:00:00,168463.8625828408,7,5.5,512,120780,1.0,0,0,3,4,4249,2108,2006,1937,98196,47.460336,-122.593516,1764,18720
874,2014-06-07 09:00:00,265229.0236829252,1,3.0,4667,61726,1.0,0,0,2,6,3906,1112,1928,1955,98153,47.705197,-121.859505,3135,158362
875,2014-06-07 10:00:00,432272.3545781861,7,2.0,7538,126660,2.5,0,2,2,12,4753,4607,1903,1986,98180,47.180319,-121.431001,764,51372
876,2014-06-07 11:00:00,1553763.3353580427,2,1.0,3391,17516,1.0,0,1,1,7,8598,1740,1941,1944,98065,47.445423,-121.399772,6107,94133
877,2014-06-07 12:00:00,307943.6500008154,8,1.0,5982,8315,2.5,0,3,4,8,6986,4755,2001,1942,98196,47.221098,-121.548965,2941,157474
878,2014-06-07 13:00:00,517441.40266601555,1,3.0,2213,85251,1.5,0,4,1,4,7533,142,1916,1963,98149,47.226718,-121.387632,1168,141763
879,2014-06-07 14:00:00,437356.5182697079,10,6.0,9307,195494,1.5,0,2,5,13,4997,4304,1986,1942,98061,47.294955,-121.407207,1012,164544
880,2014-06-07 15:00:00,1016499.3691228084,3,2.0,922,138515,2.5,0,3,3,13,8298,3674,1976,1992,98122,47.700276,-121.824935,4582,14090
881,2014-06-07 16:00:00,2594365.920539024,8,2.5,6320,118526,3.5,0,0,4,7,9358,4510,1974,1969,98150,47.739078,-122.191712,3152,110962
882,2014-06-07 17:00:00,305099.08111676853,10,7.5,1311,36023,1.5,0,2,5,13,5222,360,1973,1980,98171,47.667123,-122.179453,3751,5895
883,2014-06-07 18:00:00,314076.6647164318,8,5.5,646,125431,2.0,0,3,4,10,3509,4249,1997,1994,98135,47.594011,-122.125817,4167,149519
884,2014-06-07 19:00:00,918881.6520101011,5,7.5,7264,142365,1.5,0,1,2,5,6048,528,1932,1935,98103,47.641411,-121.77889,5429,145072
885,2014-06-07 20:00:00,713062.2785226032,5,7.5,8932,102254,2.0,0,1,3,10,1256,3060,1991,1954,98008,47.593008,-121.904075,6117,160148
886,2014-06-07 21:00:00,1611530.8569390124,8,1.0,10661,25612,1.5,0,2,1,3,5256,3232,2008,1942,98071,47.189582,-122.286447,1640,75755
887,2014-06-07 22:00:00,665803.4126366305,10,7.5,8464,97535,3.5,1,1,5,9,2697,4562,1920,2006,98063,47.497223,-121.716968,3554,171924
888,2014-06-07 23:00:00,344033.92010440695,5,1.0,4931,101626,1.5,0,1,1,3,4908,2885,1930,1957,98099,47.362945,-121.688914,2998,40279
889,2014-06-08 00:00:00,668945.8415406737,9,7.5,13461,150107,1.0,0,0,2,12,3177,3175,1943,1944,98082,47.724611,-122.093135,660,92114
890,2014-06-08 01:00:00,961348.7317951777,1,4.5,11543,123735,3.5,0,2,2,5,6184,1238,1992,1977,98130,47.709622,-121.817774,6020,144232
891,2014-06-08 02:00:00,785705.6630900609,5,4.5,9172,179665,3.5,0,4,4,12,8960,758,2014,1934,98014,47.452152,-121.566342,4654,177811
892,2014-06-08 03:00:00,631019.3595358356,3,6.0,437,97862,2.0,0,2,3,5,9053,3561,1955,1944,98031,47.556722,-122.147988,4286,67466
893,2014-06-08 04:00:00,933477.6343066528,3,7.0,3690,161491,3.5,0,0,4,3,5486,2534,1951,1940,98014,47.299836,-122.002463,2158,165393
894,2014-06-08 05:00:00,1003000.8489073615,2,5.0,2163,175885,2.5,0,2,3,13,8598,1367,1942,1942,98143,47.615636,-121.957949,2035,148136
895,2014-06-08 06:00:00,1164161.0929772845,3,3.5,3284,56286,1.0,0,3,2,3,3294,2244,1905,1974,98142,47.401869,-121.778604,1011,65456
896,2014-06-08 07:00:00,696690.7620244527,7,1.5,707,57927,3.5,0,2,1,10,2004,567,2012,2015,98179,47.16236,-122.302435,1183,46516
897,2014-06-08 08:00:00,393571.2287412391,8,6.5,10035,184641,3.5,0,2,1,6,7665,768,2009,1979,98199,47.728256,-122.50508,5754,117166
898,2014-06-08 09:00:00,490264.13727086416,8,1.5,7628,2821,2.0,0,0,1,10,8915,1338,1973,1986,98008,47.73161,-121.64327,5474,19217
899,2014-06-08 10:00:00,1029471.6593935856,8,6.0,7338,71584,1.0,0,2,5,6,1220,3396,1973,2009,98046,47.586694,-121.822262,3508,154389
900,2014-06-08 11:00:00,249732.35173965927,1,4.5,6105,112772,3.0,0,3,4,12,6123,2934,1942,2005,98021,47.241299,-121.669758,3265,183014
901,2014-06-08 12:00:00,572673.6666161526,7,3.5,5304,187964,3.5,0,2,2,7,4621,4236,1995,1992,98119,47.309381,-121.75492,4390,157168
902,2014-06-08 13:00:00,335931.5948191131,2,5.0,1135,148359,1.0,0,1,1,13,1739,2933,1996,1983,98123,47.439222,-122.365414,2402,172842
903,2014-06-08 14:00:00,451405.5218694982,10,6.5,10906,31337,3.5,0,3,2,8,1976,1268,1997,1981,98070,47.46503,-121.669354,1097,129312
904,2014-06-08 15:00:00,1082643.5110881105,4,7.5,13417,172676,2.5,0,2,4,3,8232,2611,1974,1968,98010,47.403507,-121.733504,1041,185917
905,2014-06-08 16:00:00,505735.6331533909,5,2.5,9178,195183,3.0,0,4,5,4,4238,2427,1918,1944,98108,47.174007,-122.158764,5606,122578
906,2014-06-08 17:00:00,457030.58064478624,1,7.5,7763,138378,2.5,0,2,2,7,4609,4575,1929,1974,98001,47.357757,-121.576294,6098,174645
907,2014-06-08 18:00:00,170774.74754589619,4,7.5,10872,140686,3.5,0,1,2,6,5758,204,1939,1955,98085,47.741442,-122.454296,5565,8755
908,2014-06-08 19:00:00,745922.8802932352,4,6.5,9130,86794,2.5,0,1,3,4,8491,595,2006,1953,98149,47.347734,-121.743889,5972,7596
909,2014-06-08 20:00:00,695119.412822419,9,7.0,2543,186802,2.0,0,1,4,5,6233,401,1994,2009,98058,47.17982,-121.31312,1658,160361
910,2014-06-08 21:00:00,2011272.7856307845,9,5.5,10702,150259,3.5,0,3,5,7,7559,2911,1958,1983,98041,47.544357,-122.579713,4509,115670
911,2014-06-08 22:00:00,356666.0666692794,10,1.0,11754,192395,1.5,0,4,5,13,7893,4638,1972,1977,98155,47.466099,-121.371258,2692,79030
912,2014-06-08 23:00:00,515764.3372401975,1,5.0,11513,193193,1.0,0,3,5,9,4252,2720,2003,2011,98147,47.65526,-121.510207,5124,76253
913,2014-06-09 00:00:00,526795.9593258288,8,6.0,12148,82253,2.5,0,2,2,4,8671,531,1977,1951,98041,47.458887,-121.393505,4463,152778
914,2014-06-09 01:00:00,1334700.254089786,4,7.5,2521,117468,3.0,0,4,5,5,1082,3359,1990,2010,98196,47.123762,-121.834238,3596,39418
915,2014-06-09 02:00:00,413864.17833646893,4,5.0,3089,109491,2.0,0,0,5,13,8569,824,1994,1973,98163,47.618828,-121.456464,806,92237
916,2014-06-09 03:00:00,537839.2851553513,5,6.5,2116,70919,3.5,0,2,4,11,1848,3017,1914,1989,98135,47.786009,-121.66368,5066,40038
917,2014-06-09 04:00:00,677068.3837756417,2,6.0,6837,50097,1.0,0,3,3,6,1471,1640,1991,1965,98146,47.633585,-122.083188,3196,95201
