InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
548058,21448,PRODUCT_493,4,08/01/2011 14:30,6.6187597329781225,15697.0,United Kingdom,26.47503893191249
548059,27232,PRODUCT_222,17,08/01/2011 15:00,2.7646110992060096,16393.0,United Kingdom,46.99838868650216
548060,26681,PRODUCT_192,2,08/01/2011 15:30,3.781968413973011,16785.0,United Kingdom,7.563936827946022
548061,25336,PRODUCT_236,30,08/01/2011 16:00,3.67990763440259,,United Kingdom,110.3972290320777
548062,27799,PRODUCT_471,54,08/01/2011 16:30,0.8327910810801358,14413.0,United Kingdom,44.970718378327334
548063,29203,PRODUCT_266,49,08/01/2011 17:00,0.7797692688385096,12767.0,United Kingdom,38.20869417308697
548064,22396,PRODUCT_318,33,08/01/2011 17:30,0.1487660323700135,,United Kingdom,4.909279068210446
548065,28073,PRODUCT_436,83,08/01/2011 18:00,6.049754801668408,14765.0,United Kingdom,502.12964853847785
548066,24011,PRODUCT_130,3,08/01/2011 18:30,4.454127485868806,,United Kingdom,13.362382457606419
548067,26954,PRODUCT_196,70,08/01/2011 19:00,3.656400079287817,13535.0,United Kingdom,255.94800555014717
548068,24455,PRODUCT_261,93,08/01/2011 19:30,7.127574785902303,12884.0,France,662.8644550889142
548069,25572,PRODUCT_312,13,08/01/2011 20:00,6.361769087307006,13861.0,United Kingdom,82.70299813499108
548070,20475,PRODUCT_435,81,08/01/2011 20:30,0.07661855970257836,16620.0,United Kingdom,6.206103335908847
548071,26351,PRODUCT_192,79,08/01/2011 21:00,8.727750614415612,15587.0,United Kingdom,689.4922985388333
548072,28471,PRODUCT_290,99,08/01/2011 21:30,2.060252823187023,,United Kingdom,203.9650294955153
548073,28646,PRODUCT_128,58,08/01/2011 22:00,0.9551949896340348,12982.0,United Kingdom,55.40130939877402
548074,27133,PRODUCT_165,36,08/01/2011 22:30,5.948945357810386,14548.0,United Kingdom,214.1620328811739
548075,21986,PRODUCT_142,6,08/01/2011 23:00,2.283904932528372,17534.0,United Kingdom,13.703429595170231
548076,20329,PRODUCT_430,17,08/01/2011 23:30,1.613631028582251,17525.0,United Kingdom,27.431727485898268
548077,22372,PRODUCT_330,71,08/02/2011 00:00,1.9561939628889187,,Germany,138.88977136511323
548078,24916,PRODUCT_39,89,08/02/2011 00:30,6.10136647200542,13211.0,United Kingdom,543.0216160084824
548079,29361,PRODUCT_475,28,08/02/2011 01:00,2.8220902482819366,16224.0,United Kingdom,79.01852695189422
548080,27886,PRODUCT_281,25,08/02/2011 01:30,7.334295374071795,14879.0,United Kingdom,183.35738435179488
548081,20529,PRODUCT_325,91,08/02/2011 02:00,0.6403302840499494,12787.0,United Kingdom,58.2700558485454
548082,29097,PRODUCT_237,50,08/02/2011 02:30,10.335907985574922,16952.0,United Kingdom,516.7953992787461
548083,20521,PRODUCT_41,37,08/02/2011 03:00,7.773478671220141,12385.0,United Kingdom,287.6187108351452
548084,20158,PRODUCT_48,75,08/02/2011 03:30,1.9222334695310606,,United Kingdom,144.16751021482955
548085,29788,PRODUCT_51,48,08/02/2011 04:00,4.411993353377299,15864.0,United Kingdom,211.77568096211036
548086,21266,PRODUCT_499,63,08/02/2011 04:30,3.8646545234484733,17411.0,United Kingdom,243.4732349772538
548087,23088,PRODUCT_282,13,08/02/2011 05:00,3.818402223490972,15653.0,United Kingdom,49.63922890538263
548088,27435,PRODUCT_263,72,08/02/2011 05:30,4.631764926722108,17372.0,United Kingdom,333.4870747239918
548089,22785,PRODUCT_427,2,08/02/2011 06:00,3.5029362331384384,17272.0,United Kingdom,7.005872466276877
548090,21620,PRODUCT_350,74,08/02/2011 06:30,0.3208201064513001,,United Kingdom,23.74068787739621
548091,26571,PRODUCT_192,59,08/02/2011 07:00,7.7176032118996885,14659.0,United Kingdom,455.3385895020816
548092,21214,PRODUCT_443,82,08/02/2011 07:30,7.609594692440396,16808.0,United Kingdom,623.9867647801125
548093,22945,PRODUCT_23,60,08/02/2011 08:00,5.596795170822448,16633.0,United Kingdom,335.8077102493469
548094,28770,PRODUCT_332,49,08/02/2011 08:30,4.8952701980648055,16756.0,United Kingdom,239.86823970517545
548095,28666,PRODUCT_473,51,08/02/2011 09:00,7.798693423212299,17654.0,United Kingdom,397.73336458382727
548096,29744,PRODUCT_88,32,08/02/2011 09:30,1.499026410858873,16131.0,United Kingdom,47.96884514748393
548097,26917,PRODUCT_333,64,08/02/2011 10:00,2.798126672307017,15986.0,United Kingdom,179.0801070276491
548098,29660,PRODUCT_147,94,08/02/2011 10:30,3.91281822931371,,United Kingdom,367.8049135554887
548099,22302,PRODUCT_397,85,08/02/2011 11:00,8.31601247846037,13114.0,Channel Islands,706.8610606691315
548100,28077,PRODUCT_464,84,08/02/2011 11:30,1.0188333295530168,15237.0,United Kingdom,85.58199968245341
548101,26479,PRODUCT_259,21,08/02/2011 12:00,6.794503760362243,,United Kingdom,142.6845789676071
548102,27588,PRODUCT_402,87,08/02/2011 12:30,3.724623553564985,15392.0,United Kingdom,324.0422491601537
548103,20661,PRODUCT_217,28,08/02/2011 13:00,3.2759517984427804,12006.0,United Kingdom,91.72665035639785
548104,27201,PRODUCT_169,92,08/02/2011 13:30,9.621006094915542,17446.0,United Kingdom,885.1325607322299
548105,27346,PRODUCT_137,63,08/02/2011 14:00,1.7155372816049823,15140.0,United Kingdom,108.07884874111389
548106,27440,PRODUCT_340,78,08/02/2011 14:30,0.5286354446551575,13124.0,United Kingdom,41.23356468310229
548107,28528,PRODUCT_213,18,08/02/2011 15:00,0.2838087191014287,15138.0,United Kingdom,5.108556943825716
548108,23492,PRODUCT_91,59,08/02/2011 15:30,6.170185782375696,15626.0,United Kingdom,364.04096116016603
548109,21946,PRODUCT_428,27,08/02/2011 16:00,1.6548883586714513,14795.0,United Kingdom,44.68198568412919
548110,20097,PRODUCT_80,52,08/02/2011 16:30,4.015474429033064,13878.0,United Kingdom,208.80467030971934
548111,22594,PRODUCT_441,86,08/02/2011 17:00,4.268709052459757,12383.0,United Kingdom,367.1089785115391
548112,26091,PRODUCT_262,70,08/02/2011 17:30,5.798139640213087,12740.0,United Kingdom,405.86977481491607
548113,24633,PRODUCT_483,16,08/02/2011 18:00,6.423119505647778,17917.0,United Kingdom,102.76991209036444
548114,24009,PRODUCT_196,25,08/02/2011 18:30,4.167911655693714,17957.0,United Kingdom,104.19779139234284
548115,21573,PRODUCT_326,47,08/02/2011 19:00,2.618197287787056,16518.0,United Kingdom,123.05527252599163
548116,26673,PRODUCT_291,57,08/02/2011 19:30,0.3079014798689723,,United Kingdom,17.550384352531424
548117,21304,PRODUCT_368,63,08/02/2011 20:00,9.499980659424041,12056.0,United Kingdom,598.4987815437146
548118,22767,PRODUCT_67,66,08/02/2011 20:30,1.4754294470233633,13166.0,Spain,97.37834350354198
548119,23507,PRODUCT_367,64,08/02/2011 21:00,6.5112473640618775,15670.0,United Kingdom,416.71983129996016
548120,24334,PRODUCT_59,64,08/02/2011 21:30,1.9225052296549245,,United Kingdom,123.04033469791517
548121,21875,PRODUCT_20,55,08/02/2011 22:00,2.2001043787941477,15775.0,United Kingdom,121.00574083367812
548122,27311,PRODUCT_98,25,08/02/2011 22:30,7.4428799899706,14343.0,United Kingdom,186.07199974926502
548123,23102,PRODUCT_436,75,08/02/2011 23:00,2.9702916311220173,16582.0,United Kingdom,222.7718723341513
548124,29698,PRODUCT_96,32,08/02/2011 23:30,5.900338597883044,13047.0,United Kingdom,188.8108351322574
548125,21585,PRODUCT_310,10,08/03/2011 00:00,3.457413066210975,14286.0,United Kingdom,34.57413066210975
548126,26822,PRODUCT_237,81,08/03/2011 00:30,6.965148044726313,15414.0,United Kingdom,564.1769916228313
548127,26204,PRODUCT_228,5,08/03/2011 01:00,1.477498752131229,15636.0,United Kingdom,7.387493760656145
548128,21477,PRODUCT_98,48,08/03/2011 01:30,3.40624405020196,13345.0,United Kingdom,163.4997144096941
548129,23935,PRODUCT_302,49,08/03/2011 02:00,9.64729118972684,16856.0,United Kingdom,472.71726829661515
548130,21217,PRODUCT_4,32,08/03/2011 02:30,2.445249324482927,17564.0,United Kingdom,78.24797838345367
548131,25477,PRODUCT_192,28,08/03/2011 03:00,3.9964316836294818,17156.0,United Kingdom,111.90008714162549
548132,23206,PRODUCT_169,38,08/03/2011 03:30,1.0828073250042838,13324.0,United Kingdom,41.14667835016279
548133,22506,PRODUCT_284,21,08/03/2011 04:00,0.2254235506913318,15337.0,United Kingdom,4.733894564517968
548134,22635,PRODUCT_144,28,08/03/2011 04:30,5.050310269813316,17026.0,United Kingdom,141.40868755477285
548135,28097,PRODUCT_141,16,08/03/2011 05:00,0.44608201724105,13390.0,United Kingdom,7.1373122758568
548136,22249,PRODUCT_144,90,08/03/2011 05:30,5.276731303423937,16520.0,United Kingdom,474.9058173081544
548137,25761,PRODUCT_247,60,08/03/2011 06:00,10.54596418161424,17632.0,Australia,632.7578508968544
548138,25524,PRODUCT_333,27,08/03/2011 06:30,2.5262169687159597,15518.0,United Kingdom,68.20785815533091
548139,23736,PRODUCT_200,70,08/03/2011 07:00,0.4819295444364675,14443.0,United Kingdom,33.735068110552724
548140,29956,PRODUCT_432,66,08/03/2011 07:30,3.337933723248315,17000.0,Netherlands,220.3036257343888
548141,20760,PRODUCT_203,38,08/03/2011 08:00,3.7104635987405863,16129.0,United Kingdom,140.99761675214228
548142,26562,PRODUCT_454,39,08/03/2011 08:30,2.6038862426382465,14777.0,United Kingdom,101.55156346289161
548143,20570,PRODUCT_422,97,08/03/2011 09:00,6.344164965564326,13971.0,United Kingdom,615.3840016597396
548144,28811,PRODUCT_476,32,08/03/2011 09:30,4.5999333142764165,15025.0,United Kingdom,147.19786605684533
548145,29930,PRODUCT_497,19,08/03/2011 10:00,1.2356475644358467,17179.0,United Kingdom,23.477303724281086
548146,27975,PRODUCT_420,57,08/03/2011 10:30,4.090659285196238,14763.0,United Kingdom,233.16757925618555
548147,27442,PRODUCT_342,42,08/03/2011 11:00,1.4406114280622866,,United Kingdom,60.50567997861604
548148,D5627,PRODUCT_457,36,08/03/2011 11:30,5.185226202323054,16013.0,United Kingdom,186.66814328362995
548149,20858,PRODUCT_162,31,08/03/2011 12:00,4.413480924074091,14842.0,United Kingdom,136.81790864629681
548150,27006,PRODUCT_103,13,08/03/2011 12:30,2.7475163525654556,16461.0,United Kingdom,35.717712583350924
548151,28020,PRODUCT_82,27,08/03/2011 13:00,3.7824197778920996,,United Kingdom,102.12533400308669
548152,22431,PRODUCT_84,28,08/03/2011 13:30,9.893282474481385,13864.0,United Kingdom,277.0119092854788
548153,20802,PRODUCT_445,51,08/03/2011 14:00,8.358251340868364,17561.0,United Kingdom,426.27081838428654
548154,28039,PRODUCT_226,79,08/03/2011 14:30,4.76640460875497,16253.0,United Kingdom,376.5459640916426
548155,25628,PRODUCT_276,78,08/03/2011 15:00,4.2323286448418695,12304.0,United Kingdom,330.1216342976658
548156,21453,PRODUCT_210,64,08/03/2011 15:30,1.01463257806967,15396.0,United Kingdom,64.93648499645889
548157,27805,PRODUCT_109,24,08/03/2011 16:00,0.3129489092641684,16676.0,United Kingdom,7.510773822340042
548158,24138,PRODUCT_428,80,08/03/2011 16:30,3.730694790006711,15623.0,United Kingdom,298.45558320053686
548159,29499,PRODUCT_128,45,08/03/2011 17:00,4.022096676362512,16935.0,United Kingdom,180.99435043631306
548160,26826,PRODUCT_336,22,08/03/2011 17:30,2.1810348620242435,16902.0,United Kingdom,47.982766964533354
548161,23931,PRODUCT_112,55,08/03/2011 18:00,1.6399741021972334,15270.0,United Kingdom,90.19857562084783
548162,26064,PRODUCT_16,68,08/03/2011 18:30,3.759488387713457,14988.0,United Kingdom,255.6452103645151
548163,24173,PRODUCT_424,96,08/03/2011 19:00,4.257776532716809,13395.0,United Kingdom,408.7465471408137
548164,26200,PRODUCT_228,51,08/03/2011 19:30,3.36115029950659,17113.0,United Kingdom,171.4186652748361
548165,24011,PRODUCT_476,27,08/03/2011 20:00,9.210459290244948,13968.0,United Kingdom,248.6824008366136
548166,23406,PRODUCT_155,99,08/03/2011 20:30,6.892856906757885,13600.0,United Kingdom,682.3928337690306
548167,26094,PRODUCT_388,30,08/03/2011 21:00,0.9098162203536488,13240.0,United Kingdom,27.294486610609464
548168,26942,PRODUCT_249,13,08/03/2011 21:30,8.049697573277356,16516.0,United Kingdom,104.64606845260563
548169,26407,PRODUCT_209,73,08/03/2011 22:00,0.5518514792645144,16829.0,Italy,40.28515798630955
548170,26056,PRODUCT_360,71,08/03/2011 22:30,3.1719831820714743,14393.0,United Kingdom,225.2108059270747
548171,28452,PRODUCT_304,70,08/03/2011 23:00,8.46868358562471,14571.0,United Kingdom,592.8078509937297
548172,21559,PRODUCT_116,68,08/03/2011 23:30,4.8257501141588435,12320.0,United Kingdom,328.1510077628013
548173,20481,PRODUCT_269,1,08/04/2011 00:00,0.13817405138953198,12009.0,United Kingdom,0.13817405138953198
548174,26365,PRODUCT_177,31,08/04/2011 00:30,0.6408525985667222,13219.0,United Kingdom,19.866430555568385
548175,25829,PRODUCT_447,69,08/04/2011 01:00,2.3937799214157476,17085.0,United Kingdom,165.17081457768657
548176,23404,PRODUCT_222,62,08/04/2011 01:30,7.458418374060314,17591.0,United Kingdom,462.4219391917395
548177,27351,PRODUCT_19,93,08/04/2011 02:00,1.607003493763488,17732.0,United Kingdom,149.4513249200044
548178,25622,PRODUCT_46,66,08/04/2011 02:30,6.477143537155797,16252.0,United Kingdom,427.4914734522826
548179,28415,PRODUCT_122,57,08/04/2011 03:00,10.262071072920449,12131.0,United Kingdom,584.9380511564656
548180,26031,PRODUCT_213,80,08/04/2011 03:30,5.116869692591562,16661.0,United Kingdom,409.349575407325
548181,26270,PRODUCT_35,72,08/04/2011 04:00,9.333259248216645,15965.0,United Kingdom,671.9946658715985
548182,23566,PRODUCT_296,9,08/04/2011 04:30,1.7739907059978677,,United Kingdom,15.965916353980809
548183,29427,PRODUCT_127,20,08/04/2011 05:00,5.3639818155743395,14011.0,United Kingdom,107.2796363114868
548184,26314,PRODUCT_397,88,08/04/2011 05:30,4.035303951503116,16275.0,United Kingdom,355.10674773227424
548185,20237,PRODUCT_71,82,08/04/2011 06:00,2.846765968396041,15063.0,United Kingdom,233.43480940847536
548186,22117,PRODUCT_421,18,08/04/2011 06:30,4.052987274907017,17831.0,United Kingdom,72.95377094832631
548187,29219,PRODUCT_226,70,08/04/2011 07:00,8.532438664951645,14548.0,United Kingdom,597.2707065466151
548188,24344,PRODUCT_251,32,08/04/2011 07:30,0.18463808691181605,,Portugal,5.9084187811781135
548189,21667,PRODUCT_182,3,08/04/2011 08:00,8.664957119264562,14067.0,United Kingdom,25.994871357793684
548190,29213,PRODUCT_164,62,08/04/2011 08:30,4.608486932211404,,Norway,285.72618979710705
548191,28542,PRODUCT_202,55,08/04/2011 09:00,4.378194001972126,12331.0,United Kingdom,240.80067010846693
548192,26683,PRODUCT_328,88,08/04/2011 09:30,9.209530435665659,14459.0,United Kingdom,810.438678338578
548193,25440,PRODUCT_8,45,08/04/2011 10:00,8.228742519608158,17569.0,France,370.2934133823671
548194,25246,PRODUCT_107,33,08/04/2011 10:30,5.0952117360016755,15623.0,United Kingdom,168.1419872880553
548195,22212,PRODUCT_116,52,08/04/2011 11:00,1.8470704360098869,12593.0,United Kingdom,96.04766267251412
548196,23132,PRODUCT_79,3,08/04/2011 11:30,9.02390274175201,15338.0,United Kingdom,27.07170822525603
548197,22036,PRODUCT_157,53,08/04/2011 12:00,5.7477992594761655,,United Kingdom,304.6333607522368
548198,28743,PRODUCT_456,51,08/04/2011 12:30,1.1218263722904371,13635.0,United Kingdom,57.213144986812296
548199,29221,PRODUCT_131,63,08/04/2011 13:00,7.930789997199326,16057.0,United Kingdom,499.6397698235575
548200,27385,PRODUCT_99,42,08/04/2011 13:30,6.643404313310218,17045.0,United Kingdom,279.02298115902914
548201,21650,PRODUCT_446,63,08/04/2011 14:00,2.885964641096958,17921.0,United Kingdom,181.81577238910836
548202,29467,PRODUCT_409,80,08/04/2011 14:30,1.8138526084925721,14200.0,United Kingdom,145.10820867940578
548203,29827,PRODUCT_312,34,08/04/2011 15:00,3.4476256301569084,14406.0,United Kingdom,117.21927142533488
548204,23877,PRODUCT_202,68,08/04/2011 15:30,3.5083316951773105,15021.0,United Kingdom,238.56655527205712
548205,28804,PRODUCT_494,47,08/04/2011 16:00,5.41438753761853,16290.0,United Kingdom,254.4762142680709
548206,29072,PRODUCT_250,5,08/04/2011 16:30,8.866808731980516,14613.0,United Kingdom,44.33404365990258
548207,C4572,PRODUCT_103,17,08/04/2011 17:00,0.8494028163906311,12363.0,United Kingdom,14.439847878640728
548208,22802,PRODUCT_322,66,08/04/2011 17:30,4.257098122841729,15925.0,United Kingdom,280.9684761075541
548209,26198,PRODUCT_483,94,08/04/2011 18:00,1.9533088912953476,12113.0,Switzerland,183.61103578176267
548210,23726,PRODUCT_115,11,08/04/2011 18:30,2.5595299265203995,16584.0,United Kingdom,28.154829191724396
548211,21178,PRODUCT_327,64,08/04/2011 19:00,2.532686059822077,14073.0,United Kingdom,162.09190782861293
548212,28405,PRODUCT_98,9,08/04/2011 19:30,0.4244311232308604,17660.0,United Kingdom,3.8198801090777437
548213,22172,PRODUCT_74,38,08/04/2011 20:00,7.5894566619465795,13779.0,United Kingdom,288.39935315397
548214,28777,PRODUCT_274,46,08/04/2011 20:30,2.5825572524436504,16185.0,United Kingdom,118.79763361240792
548215,22066,PRODUCT_377,17,08/04/2011 21:00,4.732209536761642,13955.0,United Kingdom,80.44756212494792
548216,22183,PRODUCT_126,64,08/04/2011 21:30,5.6055750891381395,17875.0,United Kingdom,358.75680570484093
548217,27323,PRODUCT_479,38,08/04/2011 22:00,2.0038379609705923,15194.0,United Kingdom,76.14584251688251
548218,24560,PRODUCT_343,78,08/04/2011 22:30,5.818578856406396,,United Kingdom,453.8491507996989
548219,29191,PRODUCT_322,49,08/04/2011 23:00,2.8627931030801443,14429.0,United Kingdom,140.27686205092706
548220,21202,PRODUCT_8,36,08/04/2011 23:30,6.3563214926107765,14273.0,Netherlands,228.82757373398795
548221,27566,PRODUCT_25,73,08/05/2011 00:00,5.56336308949734,15146.0,United Kingdom,406.12550553330584
548222,27305,PRODUCT_269,58,08/05/2011 00:30,1.5841736035112088,13893.0,United Kingdom,91.88206900365012
548223,29153,PRODUCT_278,58,08/05/2011 01:00,3.055021312320971,12399.0,United Kingdom,177.19123611461632
548224,23010,PRODUCT_389,18,08/05/2011 01:30,5.143187709560131,,United Kingdom,92.57737877208235
548225,20557,PRODUCT_230,92,08/05/2011 02:00,6.87458269762177,16135.0,United Kingdom,632.4616081812029
548226,27198,PRODUCT_237,35,08/05/2011 02:30,10.031158327407187,12429.0,United Kingdom,351.09054145925154
548227,27756,PRODUCT_434,75,08/05/2011 03:00,10.579463526604282,12846.0,United Kingdom,793.4597644953212
548228,21587,PRODUCT_209,83,08/05/2011 03:30,6.566174178844416,14478.0,Portugal,544.9924568440865
548229,20277,PRODUCT_84,88,08/05/2011 04:00,1.5843211567923001,17753.0,United Kingdom,139.42026179772242
548230,22548,PRODUCT_213,64,08/05/2011 04:30,5.6086527316245505,12388.0,United Kingdom,358.95377482397123
548231,26484,PRODUCT_484,89,08/05/2011 05:00,6.114832219973402,17738.0,United Kingdom,544.2200675776328
548232,21671,PRODUCT_119,97,08/05/2011 05:30,8.847131498318609,12687.0,United Kingdom,858.171755336905
548233,24309,PRODUCT_257,78,08/05/2011 06:00,7.222858490442889,16874.0,United Kingdom,563.3829622545454
548234,27951,PRODUCT_350,28,08/05/2011 06:30,8.341801466571978,17767.0,United Kingdom,233.57044106401537
548235,25255,PRODUCT_173,60,08/05/2011 07:00,7.237272444314499,14639.0,United Kingdom,434.23634665886993
548236,23047,PRODUCT_422,80,08/05/2011 07:30,4.16051722596011,17151.0,United Kingdom,332.8413780768088
548237,23849,PRODUCT_355,51,08/05/2011 08:00,5.803193834695513,17753.0,United Kingdom,295.96288556947115
548238,29139,PRODUCT_477,7,08/05/2011 08:30,0.9305140465996704,13216.0,United Kingdom,6.513598326197693
548239,26088,PRODUCT_357,2,08/05/2011 09:00,2.2479801493577467,,United Kingdom,4.495960298715493
548240,27189,PRODUCT_171,63,08/05/2011 09:30,0.11145975333668634,17163.0,United Kingdom,7.021964460211239
548241,21393,PRODUCT_398,36,08/05/2011 10:00,4.435495047804689,16521.0,United Kingdom,159.67782172096878
548242,24227,PRODUCT_420,48,08/05/2011 10:30,0.29279021885653655,13390.0,Channel Islands,14.053930505113755
548243,27846,PRODUCT_239,99,08/05/2011 11:00,0.3995915762047435,12528.0,United Kingdom,39.55956604426961
548244,26540,PRODUCT_94,15,08/05/2011 11:30,0.3338305483751629,,United Kingdom,5.007458225627444
548245,22832,PRODUCT_432,75,08/05/2011 12:00,2.0000921349733796,16149.0,United Kingdom,150.00691012300348
548246,21413,PRODUCT_205,14,08/05/2011 12:30,7.034685988103561,15404.0,United Kingdom,98.48560383344986
548247,22172,PRODUCT_133,12,08/05/2011 13:00,1.5384675645210164,15895.0,United Kingdom,18.461610774252197
548248,29399,PRODUCT_429,47,08/05/2011 13:30,5.66408193062016,15869.0,Belgium,266.2118507391475
548249,23466,PRODUCT_30,19,08/05/2011 14:00,8.906032715761462,17437.0,United Kingdom,169.2146215994678
548250,Y5748,PRODUCT_296,86,08/05/2011 14:30,4.588357246071352,,United Kingdom,394.59872316213625
548251,29798,PRODUCT_327,98,08/05/2011 15:00,5.846417775546819,12566.0,United Kingdom,572.9489420035883
548252,29765,PRODUCT_338,21,08/05/2011 15:30,4.176856572429682,,United Kingdom,87.71398802102333
548253,25500,PRODUCT_391,19,08/05/2011 16:00,0.8671410308777228,16834.0,Australia,16.475679586676733
548254,27386,PRODUCT_63,77,08/05/2011 16:30,7.425397060950944,16133.0,United Kingdom,571.7555736932227
548255,25779,PRODUCT_311,81,08/05/2011 17:00,3.724620225084832,14315.0,United Kingdom,301.6942382318714
548256,22110,PRODUCT_281,42,08/05/2011 17:30,2.3075191462772655,,United Kingdom,96.91580414364515
548257,28977,PRODUCT_473,78,08/05/2011 18:00,6.543763065753855,12781.0,United Kingdom,510.4135191288007
548258,20582,PRODUCT_327,26,08/05/2011 18:30,7.823584093572822,15024.0,United Kingdom,203.41318643289335
548259,27660,PRODUCT_311,78,08/05/2011 19:00,10.368762550550581,16053.0,United Kingdom,808.7634789429453
548260,28914,PRODUCT_169,91,08/05/2011 19:30,2.066726508902688,17438.0,United Kingdom,188.0721123101446
548261,20210,PRODUCT_445,70,08/05/2011 20:00,1.6506865628127567,12233.0,United Kingdom,115.54805939689297
548262,26377,PRODUCT_188,85,08/05/2011 20:30,5.1407689846895455,12245.0,United Kingdom,436.9653636986114
548263,22138,PRODUCT_311,19,08/05/2011 21:00,6.421350324584134,17959.0,United Kingdom,122.00565616709855
548264,25494,PRODUCT_154,90,08/05/2011 21:30,7.161532885298687,15461.0,United Kingdom,644.5379596768819
548265,21337,PRODUCT_212,94,08/05/2011 22:00,5.984195583612756,16868.0,Channel Islands,562.5143848595991
548266,27006,PRODUCT_90,21,08/05/2011 22:30,2.4340265993558017,13173.0,United Kingdom,51.11455858647184
548267,26096,PRODUCT_312,9,08/05/2011 23:00,3.951990375119943,,United Kingdom,35.56791337607949
548268,Y3161,PRODUCT_274,69,08/05/2011 23:30,2.7389817145716897,17765.0,United Kingdom,188.9897383054466
548269,23517,PRODUCT_140,92,08/06/2011 00:00,2.0157168526864733,12936.0,United Kingdom,185.44595044715555
548270,X8886,PRODUCT_290,44,08/06/2011 00:30,0.9810991925687209,14423.0,United Kingdom,43.16836447302372
548271,21263,PRODUCT_34,13,08/06/2011 01:00,0.33488780025137643,,United Kingdom,4.353541403267894
548272,27744,PRODUCT_115,30,08/06/2011 01:30,3.060590258082633,17740.0,United Kingdom,91.81770774247899
548273,23900,PRODUCT_266,6,08/06/2011 02:00,4.326600297338033,16918.0,United Kingdom,25.9596017840282
548274,29936,PRODUCT_222,62,08/06/2011 02:30,1.9122188715320605,14361.0,United Kingdom,118.55757003498775
548275,23237,PRODUCT_80,45,08/06/2011 03:00,2.5213022200694843,17616.0,United Kingdom,113.4585999031268
548276,20345,PRODUCT_96,81,08/06/2011 03:30,4.753475212223927,,United Kingdom,385.0314921901381
548277,24436,PRODUCT_427,16,08/06/2011 04:00,4.99362460819361,13048.0,EIRE,79.89799373109776
548278,25507,PRODUCT_288,99,08/06/2011 04:30,0.4458426073231472,15132.0,United Kingdom,44.138418124991574
548279,V9915,PRODUCT_125,85,08/06/2011 05:00,5.71238137446222,12079.0,United Kingdom,485.5524168292887
548280,27317,PRODUCT_38,40,08/06/2011 05:30,1.3646427254451452,16499.0,United Kingdom,54.58570901780581
548281,23874,PRODUCT_413,83,08/06/2011 06:00,4.603340578426725,,United Kingdom,382.0772680094182
548282,24096,PRODUCT_77,39,08/06/2011 06:30,3.842078217274796,17007.0,United Kingdom,149.84105047371705
548283,24601,PRODUCT_164,36,08/06/2011 07:00,6.318916241898567,15875.0,United Kingdom,227.4809847083484
548284,25842,PRODUCT_8,36,08/06/2011 07:30,1.1754888566748765,,United Kingdom,42.31759884029555
548285,24531,PRODUCT_177,2,08/06/2011 08:00,5.594331946035384,12262.0,United Kingdom,11.188663892070768
548286,28038,PRODUCT_358,68,08/06/2011 08:30,2.524779336463473,15686.0,United Kingdom,171.68499487951618
548287,26374,PRODUCT_8,92,08/06/2011 09:00,2.277866097648075,14083.0,Netherlands,209.5636809836229
548288,22022,PRODUCT_451,74,08/06/2011 09:30,4.21551680674144,12910.0,United Kingdom,311.9482436988666
548289,21343,PRODUCT_441,33,08/06/2011 10:00,5.451809260519586,16679.0,United Kingdom,179.90970559714634
548290,27087,PRODUCT_299,62,08/06/2011 10:30,6.0002018184420844,,United Kingdom,372.0125127434092
548291,20027,PRODUCT_386,63,08/06/2011 11:00,6.771388224237331,15652.0,United Kingdom,426.59745812695184
548292,22208,PRODUCT_308,29,08/06/2011 11:30,6.064101085135084,12070.0,United Kingdom,175.85893146891743
548293,R2598,PRODUCT_436,62,08/06/2011 12:00,5.196667915121077,17470.0,United Kingdom,322.1934107375068
548294,20087,PRODUCT_7,41,08/06/2011 12:30,3.8524436403931803,,Channel Islands,157.95018925612038
548295,23158,PRODUCT_239,5,08/06/2011 13:00,7.713223918170722,14649.0,United Kingdom,38.56611959085361
548296,Y4926,PRODUCT_10,4,08/06/2011 13:30,9.67002914603515,17690.0,United Kingdom,38.6801165841406
548297,27730,PRODUCT_93,31,08/06/2011 14:00,4.647942663427731,14258.0,United Kingdom,144.08622256625966
548298,21829,PRODUCT_112,11,08/06/2011 14:30,10.394444729616326,13772.0,United Kingdom,114.33889202577959
548299,22174,PRODUCT_425,97,08/06/2011 15:00,1.9141474844155466,12501.0,United Kingdom,185.672305988308
548300,23261,PRODUCT_13,82,08/06/2011 15:30,2.566219810916524,16883.0,United Kingdom,210.43002449515495
548301,22394,PRODUCT_37,49,08/06/2011 16:00,9.590462467232602,,United Kingdom,469.9326608943975
548302,28008,PRODUCT_395,21,08/06/2011 16:30,0.6247340981949661,14374.0,Germany,13.119416062094288
548303,26368,PRODUCT_271,71,08/06/2011 17:00,5.75007975854389,14689.0,United Kingdom,408.2556628566162
548304,22813,PRODUCT_152,62,08/06/2011 17:30,0.16034845961423727,12179.0,United Kingdom,9.94160449608271
548305,27343,PRODUCT_63,83,08/06/2011 18:00,5.535365404824901,14676.0,Spain,459.4353286004668
548306,27357,PRODUCT_14,45,08/06/2011 18:30,0.7871334221927735,,United Kingdom,35.421003998674806
548307,20425,PRODUCT_173,29,08/06/2011 19:00,0.3465453002776693,15885.0,United Kingdom,10.049813708052408
